0	1.570796
0.050000	1.569546
0.100000	1.565788
0.150000	1.559504
0.200000	1.550662
0.250000	1.539216
0.300000	1.525108
0.350000	1.508261
0.400000	1.488586
0.450000	1.465970
0.500000	1.440284
0.550000	1.411374
0.600000	1.379057
0.650000	1.343121
0.700000	1.303315
0.750000	1.259344
0.800000	1.210855
0.850000	1.157431
0.900000	1.098567
0.950000	1.033648
1.000000	0.961916
1.050000	0.882422
1.100000	0.793952
1.150000	0.694923
1.200000	0.583210
1.250000	0.455867
1.300000	0.308634
1.350000	0.135015
1.400000	-0.075627
1.450000	-0.342543
1.500000	-0.706350
1.550000	-1.279288
1.600000	-2.648807
1.650000	-173.533007
1.700000	-649616106027860760382998027990770647040.000000
1.750000	-inf
1.800000	nan
1.850000	nan
1.900000	nan
1.950000	nan
2.000000	nan
2.050000	nan
2.100000	nan
2.150000	nan
2.200000	nan
2.250000	nan
2.300000	nan
2.350000	nan
2.400000	nan
2.450000	nan
2.500000	nan
2.550000	nan
2.600000	nan
2.650000	nan
2.700000	nan
2.750000	nan
2.800000	nan
2.850000	nan
2.900000	nan
2.950000	nan
3.000000	nan
3.050000	nan
3.100000	nan
3.150000	nan
3.200000	nan
3.250000	nan
3.300000	nan
3.350000	nan
3.400000	nan
3.450000	nan
3.500000	nan
3.550000	nan
3.600000	nan
3.650000	nan
3.700000	nan
3.750000	nan
3.800000	nan
3.850000	nan
3.900000	nan
3.950000	nan
4.000000	nan
4.050000	nan
4.100000	nan
4.150000	nan
4.200000	nan
4.250000	nan
4.300000	nan
4.350000	nan
4.400000	nan
4.450000	nan
4.500000	nan
4.550000	nan
4.600000	nan
4.650000	nan
4.700000	nan
4.750000	nan
4.800000	nan
4.850000	nan
4.900000	nan
4.950000	nan
5.000000	nan
5.050000	nan
5.100000	nan
5.150000	nan
5.200000	nan
5.250000	nan
5.300000	nan
5.350000	nan
5.400000	nan
5.450000	nan
5.500000	nan
5.550000	nan
5.600000	nan
5.650000	nan
5.700000	nan
5.750000	nan
5.800000	nan
5.850000	nan
5.900000	nan
5.950000	nan
6.000000	nan
6.050000	nan
6.100000	nan
6.150000	nan
6.200000	nan
6.250000	nan
6.300000	nan
6.350000	nan
6.400000	nan
6.450000	nan
6.500000	nan
6.550000	nan
6.600000	nan
6.650000	nan
6.700000	nan
6.750000	nan
6.800000	nan
6.850000	nan
